,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
1682,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_G_43,43,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.221,0.756,0.524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,524,7.56,756,381.78,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.6,756,415.8,381.78,0.000756,0.000524,0.00038178,0.606577969,0.000532789,998,1450,0.042488651,0.983116462,1290,0.032690352,0.756400171,1610,0.050961328,1.179160061
1683,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_G_45,45,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.348,1.506,0.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1506,370,15.06,370,192.53,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,150.6,1506,828.3,192.53,0.001506,0.00037,0.00019253,0.257920025,0.000475162,998,1450,0.023209246,0.537023207,1290,0.017856966,0.413180392,1610,0.02783741,0.644111193
1684,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_G_53,53,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.338,0.882,0.657,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,882,657,8.82,882,445.41,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.2,882,485.1,445.41,0.000882,0.000657,0.00044541,0.585117363,0.000636695,998,1450,0.047949874,1.109480032,1290,0.036892163,0.853623063,1610,0.057511575,1.330721834
1685,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_2,2,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.145,1.212,0.321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,321,12.12,321,166.56,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,121.2,1212,666.6,166.56,0.001212,0.000321,0.00016656,0.2670342,0.000401661,998,1450,0.020716879,0.479353993,1290,0.015939364,0.368810264,1610,0.024848039,0.574942141
1686,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.232,0.911,0.399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,399,9.11,399,204.055,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,91.1,911,501.05,204.055,0.000911,0.000399,0.000204055,0.338455522,0.000420158,998,1450,0.024758701,0.572875022,1290,0.019049102,0.440764427,1610,0.029695843,0.687112231
1687,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.148,0.769,0.304,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,304,7.69,304,155.845,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,76.9,769,422.95,155.845,0.000769,0.000304,0.000155845,0.322324199,0.000331511,998,1450,0.019891634,0.460259202,1290,0.015304428,0.354118919,1610,0.023858231,0.552039651
1688,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_7,7,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.216,0.658,0.482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658,482,6.58,658,332.29,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,65.8,658,361.9,332.29,0.000658,0.000482,0.00033229,0.590039119,0.000472349,998,1450,0.037952102,0.878148287,1290,0.029199975,0.675638686,1610,0.045520144,1.053260145
1689,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_12,12,black,Non-Fiber,Black,0,"squishy, but still broke into pieces",done,0.16,0.698,0.383,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,383,6.98,698,352.49,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.8,698,383.9,352.49,0.000698,0.000383,0.00035249,0.681741454,0.000455058,998,1450,0.04017187,0.929510018,1290,0.030907843,0.715155898,1610,0.048182557,1.114863936
1690,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_13,13,black,Non-Fiber,Black,0,broke into multiple pieces.,done,0.159,0.734,0.379,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,379,7.34,734,370.67,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.4,734,403.7,370.67,0.000734,0.000379,0.00037067,0.702780663,0.00046893,998,1450,0.041905842,0.969631222,1290,0.032241944,0.746024759,1610,0.0502623,1.162985724
1691,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.452,1.143,0.738,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1143,738,11.43,1143,577.215,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,114.3,1143,628.65,577.215,0.001143,0.000738,0.000577215,0.628472548,0.000786708,998,1450,0.059281494,1.371674805,1290,0.0456106,1.055353152,1610,0.071102837,1.645200959
1692,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.389,1.265,0.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265,625,12.65,625,318.825,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,126.5,1265,695.75,318.825,0.001265,0.000625,0.000318825,0.358564341,0.000631695,998,1450,0.03551755,0.821816813,1290,0.027326855,0.632297801,1610,0.042600117,0.985695591
1693,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_18,18,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.191,0.697,0.413,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,697,413,6.97,697,351.985,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.7,697,383.35,351.985,0.000697,0.000413,0.000351985,0.656043658,0.000466196,998,1450,0.040023169,0.926069317,1290,0.030793434,0.712508656,1610,0.048004203,1.110737124
1694,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_20,20,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.116,0.539,0.333,11.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,333,5.39,539,272.195,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.9,539,296.45,272.195,0.000539,0.000333,0.000272195,0.642485963,0.00036557,998,1450,0.03253806,0.75287639,1290,0.025034464,0.579255716,1610,0.039026486,0.903007735
1695,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_22,22,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.305,0.995,0.798,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,995,798,9.95,995,502.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,99.5,995,547.25,502.475,0.000995,0.000798,0.000502475,0.563899193,0.000736173,998,1450,0.052674646,1.218803387,1290,0.040527357,0.937735381,1610,0.063178516,1.461845398
1696,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_23,23,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.139,0.72,0.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,330,7.2,330,168.6,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,72,720,396,168.6,0.00072,0.00033,0.0001686,0.34588709,0.000342164,998,1450,0.021283594,0.492466849,1290,0.016375389,0.378899167,1610,0.025527764,0.590669835
1697,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_24,24,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.28,0.998,0.539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,539,9.98,998,503.99,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,99.8,998,548.9,503.99,0.000998,0.000539,0.00050399,0.687166954,0.000647213,998,1450,0.053502201,1.237951624,1290,0.041164069,0.952467847,1610,0.064171094,1.484811992
1698,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_25,25,black,Non-Fiber,Black,0,multiple things on the slide,done,0.362,2.359,0.675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2359,675,23.59,675,349.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,235.9,2359,1297.45,349.295,0.002359,0.000675,0.000349295,0.276806645,0.000822384,998,1450,0.037554527,0.868949058,1290,0.028894085,0.668560889,1610,0.045043288,1.042226494
1699,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_26,26,black,Non-Fiber,Black,0,broke into multiple pieces.,done,0.267,1.034,0.397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034,397,10.34,397,203.67,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,103.4,1034,568.7,203.67,0.001034,0.000397,0.00020367,0.317886102,0.000437266,998,1450,0.024618205,0.569624168,1290,0.018941006,0.438263252,1610,0.02952733,0.683213123
1700,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_28,28,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.438,0.912,0.727,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,727,9.12,912,460.56,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,91.2,912,501.6,460.56,0.000912,0.000727,0.00046056,0.565615877,0.000673398,998,1450,0.049139082,1.13699634,1290,0.037807128,0.874793841,1610,0.058937924,1.363725179
1701,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_29,29,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.263,0.878,0.471,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878,471,8.78,878,443.39,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,87.8,878,482.9,443.39,0.000878,0.000471,0.00044339,0.689490335,0.000568112,998,1450,0.048301493,1.117615925,1290,0.037162696,0.859882739,1610,0.057933311,1.340480108
1702,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_34,34,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.234,0.854,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854,520,8.54,854,431.27,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.4,854,469.7,431.27,0.000854,0.00052,0.00043127,0.647170394,0.000576417,998,1450,0.047043245,1.088502162,1290,0.036194612,0.837482895,1610,0.056424155,1.305560759
1703,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_35,35,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.117,0.52,0.406,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,406,5.2,520,262.6,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52,520,286,262.6,0.00052,0.000406,0.0002626,0.571518158,0.000381307,998,1450,0.031371437,0.725882679,1290,0.024136876,0.558487019,1610,0.037627226,0.870631199
1704,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_42,42,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.174,0.709,0.403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,403,7.09,709,358.045,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,70.9,709,389.95,358.045,0.000709,0.000403,0.000358045,0.669825956,0.000467695,998,1450,0.040629753,0.940104669,1290,0.031260134,0.723307319,1610,0.048731747,1.12757127
1705,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_43,43,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.298,1.182,0.347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182,347,11.82,347,179.41,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,118.2,1182,650.1,179.41,0.001182,0.000347,0.00017941,0.28013874,0.000419049,998,1450,0.022056274,0.510345374,1290,0.016969881,0.392654729,1610,0.026454524,0.612113524
1706,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_44,44,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.357,0.923,0.581,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923,581,9.23,923,466.115,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.3,923,507.65,466.115,0.000923,0.000581,0.000466115,0.636508434,0.000629927,998,1450,0.050004763,1.157026737,1290,0.038473174,0.890205032,1610,0.05997623,1.387749844
1707,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_45,45,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.469,2.133,0.384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2133,384,21.33,384,202.665,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,213.3,2133,1173.15,202.665,0.002133,0.000384,0.000202665,0.223932801,0.000549583,998,1450,0.023954888,0.554276123,1290,0.018430656,0.426454617,1610,0.028731741,0.664804519
1708,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_46,46,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.249,0.884,0.412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,412,8.84,412,210.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.4,884,486.2,210.42,0.000884,0.000412,0.00021042,0.348668149,0.000424762,998,1450,0.025424967,0.58829129,1290,0.01956172,0.452625553,1610,0.030494968,0.705602663
1709,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_47,47,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.081,0.395,0.315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,315,3.95,395,199.475,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,39.5,395,217.25,199.475,0.000395,0.000315,0.000199475,0.565502656,0.000291697,998,1450,0.025159561,0.582150234,1290,0.019357519,0.447900685,1610,0.030176637,0.698237016
1710,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_50,50,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.167,0.591,0.429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,429,5.91,591,298.455,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.1,591,325.05,298.455,0.000591,0.000429,0.000298455,0.592729404,0.000422968,998,1450,0.034838289,0.806099848,1290,0.026804238,0.620205323,1610,0.041785404,0.966844502
1711,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_51,51,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.056,0.509,0.196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,196,5.09,196,100.545,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.9,509,279.95,100.545,0.000509,0.000196,0.000100545,0.318327055,0.000215664,998,1450,0.013997267,0.323873395,1290,0.01076936,0.249185016,1610,0.016788467,0.388457102
1712,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_53,53,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.14,0.588,0.365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,365,5.88,588,296.94,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58.8,588,323.4,296.94,0.000588,0.000365,0.00029694,0.640963957,0.000399435,998,1450,0.034878182,0.807022899,1290,0.026834931,0.620915509,1610,0.041833252,0.967951618
1713,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_54,54,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.219,1.047,0.414,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,414,10.47,414,212.235,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,104.7,1047,575.85,212.235,0.001047,0.000414,0.000212235,0.322361742,0.000451427,998,1450,0.025466727,0.589257553,1290,0.01959385,0.453368986,1610,0.030545056,0.706761609
1714,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_H_57,57,black,Non-Fiber,Black,0,"rubbery texture, bounces back, emits a powdery form.",done,0.139,0.664,0.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,375,6.64,664,335.32,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.4,664,365.2,335.32,0.000664,0.000375,0.00033532,0.671985317,0.000437072,998,1450,0.038561582,0.892250648,1290,0.029668904,0.686488904,1610,0.046251161,1.070174663
1715,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_11,11,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.365,0.925,0.663,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,663,9.25,925,467.125,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.5,925,508.75,467.125,0.000925,0.000663,0.000467125,0.596493177,0.000659219,998,1450,0.049875066,1.154025773,1290,0.038373387,0.88789612,1610,0.05982067,1.384150457
1716,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.281,1.275,0.479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,479,12.75,479,245.875,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,127.5,1275,701.25,245.875,0.001275,0.000479,0.000245875,0.314623765,0.000531521,998,1450,0.028601418,0.661789066,1290,0.022005651,0.509174021,1610,0.034304837,0.793756655
1717,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.181,0.714,0.303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,303,7.14,303,155.07,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.4,714,392.7,155.07,0.000714,0.000303,0.00015507,0.333393683,0.00032252,998,1450,0.019857109,0.459460352,1290,0.015277865,0.353504292,1610,0.023816822,0.551081502
1718,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_18,18,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.196,0.732,0.411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,411,7.32,732,369.66,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.2,732,402.6,369.66,0.000732,0.000411,0.00036966,0.673947409,0.000480897,998,1450,0.04169785,0.964818647,1290,0.032081917,0.742322011,1610,0.050012833,1.157213472
1719,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_19,19,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.637,1.207,0.815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1207,815,12.07,1207,609.535,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,120.7,1207,663.85,609.535,0.001207,0.000815,0.000609535,0.614562716,0.000843246,998,1450,0.061830102,1.430645346,1290,0.047571474,1.100724508,1610,0.074159664,1.715930836
1720,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_29,29,black,Non-Fiber,Black,0,"rubbery texture, bounces back, emits a powdery form.",0,0.543,1.365,0.643,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365,643,13.65,643,328.325,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,136.5,1365,750.75,328.325,0.001365,0.000643,0.000328325,0.350454903,0.000660515,998,1450,0.036306295,0.840067066,1290,0.027933708,0.646339368,1610,0.043546146,1.007585134
1721,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_34,34,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.202,0.753,0.531,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,531,7.53,753,380.265,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.3,753,414.15,380.265,0.000753,0.000531,0.000380265,0.601369788,0.000533735,998,1450,0.042329371,0.979430997,1290,0.032567804,0.75356461,1610,0.050770286,1.174739676
1722,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_I_36,36,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.261,0.867,0.642,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867,642,8.67,867,437.835,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,86.7,867,476.85,437.835,0.000867,0.000642,0.000437835,0.586858518,0.000624628,998,1450,0.047305747,1.094576018,1290,0.036396578,0.842156061,1610,0.056739003,1.312845806
