,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,polymer,plastic_or_not,Length..microns.,Width..microns.,material.1,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.
667,polystyrene,foam,POLYSTYRENE,foam,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_C_11,11,white,Non-Fiber,White,0,0,done,1.437,1.615,1.456,0,Y,SDC-SF-3-N-1_S0-0_C_11.SPA,Y,0.9,PS,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,"POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)",POLYSTYRENE,plastic,1615,1456,NA,16.15,1615,815.575,3.10E-11,1.20E-11,5.00E-11,1.86E-11,4.34E-11,161.5,1615,888.25
668,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_C_61,61,clear,Non-Fiber,Transparent,0,0,0,0.215,0.701,0.477,0,Y,SDC-SF-3-N-1_S0-0_C_61.SPA,Y,0.9,EVA,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,701,477,NA,7.01,701,354.005,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,70.1,701,385.55
669,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_D_59,59,gray,Non-Fiber,Black,0,0,0,0.297,1.103,0.722,0,Y,SDC-SF-3-N-1_S0-0_D_59.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1103,722,NA,11.03,1103,557.015,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,110.3,1103,606.65
670,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_E_30,30,gray,Non-Fiber,Black,0,0,0,0.139,0.705,0.397,0,Y,SDC-SF-3-N-1_S0-0_E_30.SPA,Y,0.9,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,705,397,NA,7.05,705,356.025,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,70.5,705,387.75
671,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_G_17,17,black,Non-Fiber,Black,0,0,0,0.472,1.644,0.886,0,Y,SDC-SF-3-N-1_S0-0_G_17.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1644,886,NA,16.44,1644,830.22,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,164.4,1644,904.2
672,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_G_27,27,pink,Non-Fiber,Red,0,0,0,0.168,2.914,0.639,0,Y,SDC-SF-3-N-1_S0-0_G_27.SPA,Y,0.9,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,2914,639,NA,29.14,639,334.07,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,291.4,2914,1602.7
673,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_G_30,30,clear,Non-Fiber,Transparent,0,0,done,0.527,2.122,1.051,0,Y,SDC-SF-3-N-1_S0-0_G_30.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,2122,1051,NA,21.22,1051,536.11,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,212.2,2122,1167.1
674,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_I_38,38,green,Non-Fiber,Green,0,0,0,0.168,0.691,0.566,0,Y,SDC-SF-3-N-1_S0-0_I_38.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,691,566,NA,6.91,691,348.955,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,69.1,691,380.05
675,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_I_52,52,clear,Non-Fiber,Transparent,0,0,0,0.139,0.601,0.457,0,Y,SDC-SF-3-N-1_S0-0_I_52.SPA,Y,1,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,601,457,NA,6.01,601,303.505,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,60.1,601,330.55
676,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_J_7,7,green,Non-Fiber,Green,0,0,0,0.301,1.082,0.825,0,Y,SDC-SF-3-N-1_S0-0_J_7.SPA,Y,1,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1082,825,NA,10.82,1082,546.41,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,108.2,1082,595.1
677,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_J_42,42,gray,Non-Fiber,Black,0,0,0,0.486,1.037,0.81,0,Y,SDC-SF-3-N-1_S0-0_J_42.SPA,Y,0.9,LDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1037,810,NA,10.37,1037,523.685,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,103.7,1037,570.35
678,polystyrene,fragment,POLYSTYRENE,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_L_24,24,gray,Non-Fiber,Black,0,could make dents.,0,0.444,0.989,0.81,0,Y,SDC-SF-3-N-1_S0-0_L_24.SPA,Y,0.9,EPS,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,"POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)",POLYSTYRENE,plastic,989,810,NA,9.89,989,499.445,1.05E-09,1.05E-09,1.05E-09,1.05E-09,1.05E-09,98.9,989,543.95
679,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_L_27,27,black,Non-Fiber,Black,0,0,0,0.113,0.577,0.362,0,Y,SDC-SF-3-N-1_S0-0_L_27.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,577,362,NA,5.77,577,291.385,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,57.7,577,317.35
680,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_4,4,green,Non-Fiber,Green,0,0,0,0.338,0.99,0.7,0,Y,SDC-SF-3-N-1_S0-0_O_4.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,990,700,NA,9.9,990,499.95,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,99,990,544.5
681,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_28,28,black,Non-Fiber,Black,0,0,0,0.115,0.82,0.296,0,Y,SDC-SF-3-N-1_S0-0_O_28.SPA,Y,0.8,PP 24. Clear Fragment,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,820,296,NA,8.2,296,152.1,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,82,820,451
682,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_2,2,green,Non-Fiber,Green,0,0,0,1.739,2.659,1.159,0,Y,SDC-SF-3-N-2_S0-0_A_2.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,2659,1159,NA,26.59,1159,592.795,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,265.9,2659,1462.45
683,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_3,3,blue,Non-Fiber,Blue,0,0,0,0.165,0.698,0.396,0,Y,SDC-SF-3-N-2_S0-0_A_3.SPA,Y,0.7,PVC 1. Clear Fragment,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,698,396,NA,6.98,698,352.49,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,69.8,698,383.9
684,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_5,5,gray,Non-Fiber,Black,0,0,0,0.532,1.095,0.748,0,Y,SDC-SF-3-N-2_S0-0_A_5.SPA,Y,0.8,PVC 7. Green Film,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,1095,748,NA,10.95,1095,552.975,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,109.5,1095,602.25
685,Polyurethanes (isocyanates),fragment,POLYURETHANES (ISOCYANATES),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_6,6,black,Non-Fiber,Black,0,0,0,0.761,1.211,0.95,0,Y,SDC-SF-3-N-2_S0-0_A_6.SPA,Y,0.7,polyurethan,archaeometrielabor,0,transmittance,0,Paints,POLYURETHANES (ISOCYANATES),0,plastic,1211,950,NA,12.11,1211,611.555,1.19E-09,1.19E-09,1.19E-09,1.19E-09,1.19E-09,121.1,1211,666.05
686,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_8,8,green,Non-Fiber,Green,0,0,0,0.568,1.152,0.782,0,Y,SDC-SF-3-N-2_S0-0_A_8.SPA,Y,0.9,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1152,782,NA,11.52,1152,581.76,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,115.2,1152,633.6
687,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_10,10,black,Non-Fiber,Black,0,0,0,0.558,1.213,0.847,0,Y,SDC-SF-3-N-2_S0-0_A_10.SPA,Y,1,MDPE,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1213,847,NA,12.13,1213,612.565,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,121.3,1213,667.15
688,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_11,11,blue,Non-Fiber,Blue,0,0,0,0.419,0.899,0.73,0,Y,SDC-SF-3-N-2_S0-0_A_11.SPA,Y,0.9,EVA,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,899,730,NA,8.99,899,453.995,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,89.9,899,494.45
689,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_23,23,blue,Non-Fiber,Blue,0,0,done,0.071,0.412,0.243,0,Y,SDC-SF-3-N-2_S0-0_A_23.SPA,Y,0.9,CA,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Cellulose Derivatives (Ether Cellulose),CELLULOSE ACETATE,plastic,412,243,NA,4.12,412,208.06,1.30E-09,1.27E-09,1.33E-09,1.28E-09,1.32E-09,41.2,412,226.6
690,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_24,24,gray,Non-Fiber,Black,0,0,0,0.524,1.05,0.866,0,Y,SDC-SF-3-N-2_S0-0_A_24.SPA,Y,0.8,PVC 5. Clear Clingwrap FIlm,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,1050,866,NA,10.5,1050,530.25,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,105,1050,577.5
691,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_25,25,black,Non-Fiber,Black,0,0,0,0.225,0.692,0.548,0,Y,SDC-SF-3-N-2_S0-0_A_25.SPA,Y,0.8,PVC.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyhaloolefins (Vinylhalides),POLY(VINYL CHLORIDE),plastic,692,548,NA,6.92,692,349.46,1.33E-09,1.33E-09,1.33E-09,1.33E-09,1.33E-09,69.2,692,380.6
692,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_84,84,black,Non-Fiber,Black,0,0,0,0.398,0.874,0.632,0,Y,SDC-SF-3-N-2_S0-0_A_84.SPA,Y,0.7,EVA,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,874,632,NA,8.74,874,441.37,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,87.4,874,480.7
693,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_86,86,green,Non-Fiber,Green,0,0,0,0.261,0.842,0.551,0,Y,SDC-SF-3-N-2_S0-0_A_86.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,842,551,NA,8.42,842,425.21,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,84.2,842,463.1
694,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_88,88,brown,Non-Fiber,Black,0,0,0,0.348,0.995,0.529,0,Y,SDC-SF-3-N-2_S0-0_A_88.SPA,Y,0.7,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,995,529,NA,9.95,995,502.475,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,99.5,995,547.25
695,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_93,93,black,Non-Fiber,Black,0,0,0,0.317,2.012,0.543,0,Y,SDC-SF-3-N-2_S0-0_A_93.SPA,Y,0.9,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,2012,543,NA,20.12,543,281.56,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,201.2,2012,1106.6
696,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_94,94,black,Non-Fiber,Black,0,0,0,0.222,1.269,0.297,0,Y,SDC-SF-3-N-2_S0-0_A_94.SPA,Y,0.9,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1269,297,NA,12.69,297,154.845,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,126.9,1269,697.95
697,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_B_41,41,black,Non-Fiber,Black,0,0,0,0.137,0.59,0.379,0,Y,SDC-SF-3-N-2_S0-0_B_41.SPA,Y,0.9,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,590,379,NA,5.9,590,297.95,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,59,590,324.5
698,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_B_103,103,green,Non-Fiber,Green,0,0,0,0.113,0.554,0.355,0,Y,SDC-SF-3-N-2_S0-0_B_103.SPA,Y,0.9,CA,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Cellulose Derivatives (Ether Cellulose),CELLULOSE ACETATE,plastic,554,355,NA,5.54,554,279.77,1.30E-09,1.27E-09,1.33E-09,1.28E-09,1.32E-09,55.4,554,304.7
699,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_C_3,3,clear,Non-Fiber,Transparent,0,0,0,5.647,3.281,2.302,0,Y,SDC-SF-3-N-2_S0-0_C_3.SPA,Y,0.7,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,3281,2302,NA,32.81,3281,1656.905,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,328.1,3281,1804.55
700,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_D_10,10,green,Non-Fiber,Green,0,0,0,0.091,0.546,0.265,0,Y,SDC-SF-3-N-2_S0-0_D_10.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,546,265,NA,5.46,265,135.23,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,54.6,546,300.3
701,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_E_13,13,green,Non-Fiber,Green,0,0,0,0.211,0.597,0.473,0,Y,SDC-SF-3-N-2_S0-0_E_13.SPA,Y,1,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,597,473,NA,5.97,597,301.485,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,59.7,597,328.35
702,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_E_14,14,green,Non-Fiber,Green,0,0,0,0.328,0.839,0.518,0,Y,SDC-SF-3-N-2_S0-0_E_14.SPA,Y,1,HDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,839,518,NA,8.39,839,423.695,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,83.9,839,461.45
703,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_E_17,17,gray,Non-Fiber,Black,0,0,0,0.145,0.738,0.31,0,Y,SDC-SF-3-N-2_S0-0_E_17.SPA,Y,1,MDPE,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,738,310,NA,7.38,310,158.69,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,73.8,738,405.9
704,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_14,14,orange,Non-Fiber,Yellow,0,0,0,0.769,1.679,0.874,0,Y,SDC-SF-3-N-2_S0-0_F_14.SPA,Y,1,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1679,874,NA,16.79,1679,847.895,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,167.9,1679,923.45
705,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_54,54,black,Non-Fiber,Black,0,0,0,0.205,0.862,0.594,0,Y,SDC-SF-3-N-2_S0-0_F_54.SPA,Y,0.8,PP 48. Brown Fragment,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,862,594,NA,8.62,862,435.31,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,86.2,862,474.1
706,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_69,69,red,Non-Fiber,Red,0,0,0,0.222,0.992,0.349,0,Y,SDC-SF-3-N-2_S0-0_F_69.SPA,Y,1,ULDPE,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,992,349,NA,9.92,349,179.46,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,99.2,992,545.6
707,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_70,70,green,Non-Fiber,Green,0,0,0,0.413,0.852,0.671,0,Y,SDC-SF-3-N-2_S0-0_F_70.SPA,Y,0.9,HDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,852,671,NA,8.52,852,430.26,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,85.2,852,468.6
708,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_71,71,black,Non-Fiber,Black,0,0,0,0.274,0.945,0.518,0,Y,SDC-SF-3-N-2_S0-0_F_71.SPA,Y,0.9,LDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,945,518,NA,9.45,945,477.225,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,94.5,945,519.75
709,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_72,72,blue,Non-Fiber,Blue,0,0,0,0.057,0.424,0.316,0,Y,SDC-SF-3-N-2_S0-0_F_72.SPA,Y,0.9,EVA,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,424,316,NA,4.24,424,214.12,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,42.4,424,233.2
