,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,polymer,plastic_or_not,Length..microns.,Width..microns.,material.1,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.
167,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,1.31,SF-6,SDC-SF-6-N-1,SDC-SF-6,SDC-SF-6-N-1_S1-3_A_3,3,black,Fiber,Black,0,0,done,0.024,2.678,0.549,2.678,Y,SDC-SF-6-N-1_S1-3_A_3.SPA,Y,1,ABS,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Other Plastic,ACRYLONITRILE BUTADIENE STYRENE (ABS),plastic,2678,549,NA,2.678,549,275.839,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.11E-09,2.678,1339,670.839
168,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,1.31,SF-6,SDC-SF-6-N-1,SDC-SF-6,SDC-SF-6-N-1_S1-4_A_7,7,clear,Fiber,Transparent,0,0,done,0.021,2.548,0.544,2.548,Y,SDC-SF-6-N-1_S1-4_A_7.SPA,Y,0.9,fibre_polypropylene_dyed,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,2548,544,NA,2.548,544,273.274,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,2.548,1274,638.274
169,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,1.31,SF-6,SDC-SF-6-N-1,SDC-SF-6,SDC-SF-6-N-1_S1-5_A_7,7,clear,Fiber,Transparent,0,0,done,0.058,6.92,0.79,6.92,Y,SDC-SF-6-N-1_S1-5_A_7.SPA,Y,0.7,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,6920,790,NA,6.92,790,398.46,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,6.92,3460,1733.46
170,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-1_A_31,31,red,Fiber,Red,0,0,done,0.000243,3.46,0.639,3.46,Y,SDC-SF-6-N-2_S1-1_A_31.SPA,Y,0.9,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,3460,639,NA,3.46,639,321.23,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,3.46,1730,866.73
171,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-1_A_36,36,blue,Fiber,Blue,0,0,done,0.000146,2.326,0.441,2.326,Y,SDC-SF-6-N-2_S1-1_A_36.SPA,Y,1,PP,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,2326,441,NA,2.326,441,221.663,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,2.326,1163,582.663
172,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-1_B_35,35,blue,Fiber,Blue,0,0,done,0.202,0.856,0.582,0,Y,SDC-SF-6-N-2_S1-1_B_35.SPA,Y,1,Umwelt/PEST,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,POLYESTERS,0,plastic,856,582,NA,0.856,428,214.428,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0.856,428,214.428
173,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-1_C_6,6,clear,Fiber,Transparent,0,0,done,0.018,2.119,0.099,2.119,Y,SDC-SF-6-N-2_S1-1_C_6.SPA,Y,0.9,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2119,99,NA,2.119,99,50.5595,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.119,1059.5,530.8095
174,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-2_A_32,32,black,Fiber,Black,0,0,done,0.036,4.32,0.931,4.32,Y,SDC-SF-6-N-2_S1-2_A_32.SPA,Y,0.8,fibre_polypropylene_dyed,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,4320,931,NA,4.32,931,467.66,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,4.32,2160,1082.16
175,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-2_F_8,8,black,Fiber,Black,0,0,0,0.009,1.094,0.26,1.094,Y,SDC-SF-6-N-2_S1-2_F_8.SPA,Y,1,ABS,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Other Plastic,ACRYLONITRILE BUTADIENE STYRENE (ABS),plastic,1094,260,NA,1.094,260,130.547,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.094,547,274.047
176,Poly(ethylene glycol),fiber,POLY(ETHYLENE GLYCOL),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-2_G_29,29,black,Fiber,Black,0,0,0,0.015,1.666,0.356,1.666,Y,SDC-SF-6-N-2_S1-2_G_29.SPA,Y,0.8,PET-G,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,"Polyethers (POLYGLYCOLS, Oxyalkylenes, GLYCIDYL ETHERS & CYCLIC ETHERS)",POLY(ETHYLENE GLYCOL),plastic,1666,356,NA,1.666,356,178.833,1.13E-09,1.10E-09,1.16E-09,1.11E-09,1.15E-09,1.666,833,417.333
177,Polyamides (POLYLACTAMS),fiber,POLYAMIDES (POLYLACTAMS),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-2_K_3,3,clear,Fiber,Transparent,0,0,0,0.000124,1.307,0.114,1.307,Y,SDC-SF-6-N-2_S1-2_K_3.SPA,Y,0.9,PA66,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYAMIDES (POLYLACTAMS),0,plastic,1307,114,NA,1.307,114,57.6535,1.15E-09,9.08E-10,1.70E-09,8.86E-10,1.40E-09,1.307,653.5,327.4035
178,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-3_A_24,24,clear,Fiber,Transparent,0,0,0,0.04,4.618,0.608,4.618,Y,SDC-SF-6-N-2_S1-3_A_24.SPA,Y,0.8,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,4618,608,NA,4.618,608,306.309,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,4.618,2309,1156.809
179,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-3_A_44,44,gray,Fiber,Black,0,0,0,0.04,4.588,0.51,4.588,Y,SDC-SF-6-N-2_S1-3_A_44.SPA,Y,0.8,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,4588,510,NA,4.588,510,257.294,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,4.588,2294,1149.294
180,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-3_B_40,40,black,Fiber,Black,0,0,0,0.057,6.405,1.585,6.405,Y,SDC-SF-6-N-2_S1-3_B_40.SPA,Y,1,polypropylene,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,6405,1585,NA,6.405,1585,795.7025,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,6.405,3202.5,1604.4525
181,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,2,T-1,NA,1.33,SF-6,SDC-SF-6-N-2,SDC-SF-6,SDC-SF-6-N-2_S1-4_A_48,48,gray,Fiber,Black,0,0,0,0.027,3.096,0.554,3.096,Y,SDC-SF-6-N-2_S1-4_A_48.SPA,Y,0.8,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,3096,554,NA,3.096,554,278.548,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,3.096,1548,775.548
182,EVA,fiber,ETHYLENE-VINYL ACETATE,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-1_C_10,10,blue,Fiber,Blue,0,0,done,0.008,0.885,0.216,0.885,Y,SDC-SF-6-N-3_S1-1_C_10.SPA,Y,0.8,EVA 5. Green Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,885,216,NA,0.885,216,108.4425,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,0.885,442.5,221.6925
183,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-1_D_16,16,green,Fiber,Green,0,0,done,0.009,0.959,0.191,0.959,Y,SDC-SF-6-N-3_S1-1_D_16.SPA,Y,0.8,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,959,191,NA,0.959,191,95.9795,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,0.959,479.5,240.2295
184,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-2_A_31,31,blue,Fiber,Blue,0,0,done,0.018,2.12,0.472,2.12,Y,SDC-SF-6-N-3_S1-2_A_31.SPA,Y,0.9,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2120,472,NA,2.12,472,237.06,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.12,1060,531.06
185,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-2_A_33,33,blue,Fiber,Blue,0,0,done,0.015,1.737,0.219,1.737,Y,SDC-SF-6-N-3_S1-2_A_33.SPA,Y,0.8,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,1737,219,NA,1.737,219,110.3685,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,1.737,868.5,435.1185
186,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-2_B_45,45,blue,Fiber,Blue,0,0,0,0.02,2.316,0.561,2.316,Y,SDC-SF-6-N-3_S1-2_B_45.SPA,Y,0.9,PP,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,2316,561,NA,2.316,561,281.658,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,2.316,1158,580.158
187,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-2_D_2,2,black,Fiber,Black,0,0,0,0.008,0.894,0.157,0.894,Y,SDC-SF-6-N-3_S1-2_D_2.SPA,Y,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,894,157,NA,0.894,157,78.947,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0.894,447,223.947
188,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-2_E_18,18,red,Fiber,Red,0,0,0,0.018,2.093,0.373,2.093,Y,SDC-SF-6-N-3_S1-2_E_18.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2093,373,NA,2.093,373,187.5465,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.093,1046.5,524.2965
189,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-2_F_47,47,black,Fiber,Black,0,0,0,0.015,1.657,0.54,1.657,Y,SDC-SF-6-N-3_S1-2_F_47.SPA,Y,0.8,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1657,540,NA,1.657,828.5,415.0785,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.657,828.5,415.0785
190,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-3_A_24,24,gray,Fiber,Black,0,0,0,0.000251,2.886,0.554,2.886,Y,SDC-SF-6-N-3_S1-3_A_24.SPA,Y,1,PP,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,2886,554,NA,2.886,554,278.443,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,2.886,1443,722.943
191,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-3_C_1,1,black,Fiber,Black,0,0,0,0.000188,1.451,0.168,1.451,Y,SDC-SF-6-N-3_S1-3_C_1.SPA,Y,1,polypropylene,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,1451,168,NA,1.451,168,84.7255,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,1.451,725.5,363.4755
192,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_A_40,40,blue,Fiber,Blue,0,0,0,0.000314,3.639,0.886,3.639,Y,SDC-SF-6-N-3_S1-4_A_40.SPA,Y,0.8,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,3639,886,NA,3.639,886,444.8195,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,3.639,1819.5,911.5695
193,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_A_42,42,blue,Fiber,Blue,0,0,0,0.000188,1.771,0.529,1.771,Y,SDC-SF-6-N-3_S1-4_A_42.SPA,Y,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,1771,529,NA,1.771,885.5,443.6355,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,1.771,885.5,443.6355
194,other plastic,fiber,OTHER PLASTIC,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_C_10,10,black,Fiber,Black,0,0,0,0.000126,0.92,0.297,0.92,Y,SDC-SF-6-N-3_S1-4_C_10.SPA,Y,0.9,Polybutyratadipat-Terephthalat,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,OTHER PLASTIC,0,plastic,920,297,NA,0.92,460,230.46,1.38E-09,1.34E-09,1.42E-09,1.36E-09,1.41E-09,0.92,460,230.46
195,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_E_24,24,black,Fiber,Black,0,0,0,0.000377,4.412,0.495,4.412,Y,SDC-SF-6-N-3_S1-4_E_24.SPA,Y,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,4412,495,NA,4.412,495,249.706,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,4.412,2206,1105.206
196,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_E_40,40,black,Fiber,Black,0,0,0,0.000251,2.63,0.724,2.63,Y,SDC-SF-6-N-3_S1-4_E_40.SPA,Y,0.9,PES,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,POLYESTERS,0,plastic,2630,724,NA,2.63,1315,658.815,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,2.63,1315,658.815
197,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_F_30,30,clear,Fiber,Transparent,0,0,0,0.000251,3.108,0.726,3.108,Y,SDC-SF-6-N-3_S1-4_F_30.SPA,Y,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,3108,726,NA,3.108,726,364.554,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,3.108,1554,778.554
198,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_F_34,34,clear,Fiber,Transparent,0,0,0,0.000565,7.795,2.078,7.795,Y,SDC-SF-6-N-3_S1-4_F_34.SPA,Y,0.9,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,7795,2078,NA,7.795,3897.5,1952.6475,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,7.795,3897.5,1952.6475
199,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_F_38,38,clear,Fiber,Transparent,0,0,0,0.000314,3.592,1.153,3.592,Y,SDC-SF-6-N-3_S1-4_F_38.SPA,Y,0.7,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,3592,1153,NA,3.592,1796,899.796,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,3.592,1796,899.796
200,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_G_28,28,black,Fiber,Black,0,0,0,0.000251,2.425,0.442,2.425,Y,SDC-SF-6-N-3_S1-4_G_28.SPA,Y,0.9,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2425,442,NA,2.425,442,222.2125,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.425,1212.5,607.4625
201,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_H_1,1,black,Fiber,Black,0,0,0,0.000377,4.746,0.948,4.746,Y,SDC-SF-6-N-3_S1-4_H_1.SPA,Y,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,4746,948,NA,4.746,948,476.373,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,4.746,2373,1188.873
202,Nylon 6 - Poly(caprolactam),fiber,NYLON 6 - POLY(CAPROLACTAM),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-4_H_26,26,brown,Fiber,Black,0,0,0,0.000251,2.664,0.338,2.664,Y,SDC-SF-6-N-3_S1-4_H_26.SPA,Y,0.8,fibre_polyamide_6_(not)stretched,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyamides (POLYLACTAMS),NYLON 6 - POLY(CAPROLACTAM),plastic,2664,338,NA,2.664,338,170.332,1.30E-09,1.30E-09,1.30E-09,1.30E-09,1.30E-09,2.664,1332,667.332
203,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-5_A_22,22,blue,Fiber,Blue,0,0,0,0.000188,2.114,0.44,2.114,Y,SDC-SF-6-N-3_S1-5_A_22.SPA,Y,0.8,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,2114,440,NA,2.114,440,221.057,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,2.114,1057,529.557
204,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-5_A_32,32,blue,Fiber,Blue,0,0,0,0.00044,5.378,1.084,5.378,Y,SDC-SF-6-N-3_S1-5_A_32.SPA,Y,0.8,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,5378,1084,NA,5.378,1084,544.689,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,5.378,2689,1347.189
205,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-5_A_39,39,black,Fiber,Black,0,0,0,0.000251,2.451,0.414,2.451,Y,SDC-SF-6-N-3_S1-5_A_39.SPA,Y,0.8,Polyethylenterephthalat,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2451,414,NA,2.451,414,208.2255,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.451,1225.5,613.9755
206,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-5_A_41,41,yellow,Fiber,Yellow,0,0,0,0.000628,8.4,0.955,8.4,Y,SDC-SF-6-N-3_S1-5_A_41.SPA,Y,0.9,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,8400,955,NA,8.4,955,481.7,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,8.4,4200,2104.2
207,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-5_B_4,4,black,Fiber,Black,0,0,0,0.000188,2.003,0.428,2.003,Y,SDC-SF-6-N-3_S1-5_B_4.SPA,Y,0.8,fibre_polyester,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,2003,428,NA,2.003,428,215.0015,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,2.003,1001.5,501.7515
208,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-5_B_11,11,blue,Fiber,Blue,0,0,0,0.000314,3.495,0.782,3.495,Y,SDC-SF-6-N-3_S1-5_B_11.SPA,Y,0.8,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,3495,782,NA,3.495,782,392.7475,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,3.495,1747.5,875.4975
209,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-2,Inside Thalweg,1.36,SF-6,SDC-SF-6-N-3,SDC-SF-6,SDC-SF-6-N-3_S1-5_D_37,37,black,Fiber,Black,0,0,0,0.000377,5.081,0.954,5.081,Y,SDC-SF-6-N-3_S1-5_D_37.SPA,Y,0.7,Polyethylenterephthalat,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,5081,954,NA,5.081,954,479.5405,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,5.081,2540.5,1272.7905
